Date,Price
4/13/2009,14.49442
4/20/2009,15.785326
4/27/2009,15.279532
5/4/2009,14.660505
5/11/2009,15.264428
5/18/2009,14.909627
5/25/2009,15.870387
6/1/2009,16.820019
6/8/2009,17.724081
6/15/2009,18.286266
6/22/2009,17.739271
6/29/2009,17.754467
7/6/2009,17.009949
7/13/2009,18.453405
7/20/2009,17.815241
7/27/2009,17.86842
8/3/2009,17.898808
8/10/2009,17.997574
8/17/2009,18.544571
8/24/2009,18.855118
8/31/2009,18.809286
9/7/2009,18.992634
9/14/2009,19.298231
9/21/2009,19.519777
9/28/2009,19.069036
10/5/2009,19.519777
10/12/2009,20.245571
10/19/2009,21.406826
10/26/2009,21.185266
11/2/2009,21.788816
11/9/2009,22.636829
11/16/2009,22.6292
11/23/2009,22.422274
11/30/2009,23.005472
12/7/2009,22.905718
12/14/2009,23.297068
12/21/2009,23.788181
12/28/2009,23.38916
1/4/2010,23.527279
1/11/2010,23.680756
1/18/2010,22.222765
1/25/2010,21.624222
2/1/2010,21.501451
2/8/2010,21.432381
2/15/2010,22.076965
2/22/2010,22.103113
3/1/2010,22.04143
3/8/2010,22.565674
3/15/2010,22.812386
3/22/2010,22.866348
3/29/2010,22.480869
4/5/2010,23.390594
4/12/2010,23.645008
4/19/2010,23.868574
4/26/2010,23.544779
5/3/2010,21.74847
5/10/2010,22.303558
5/17/2010,20.692268
5/24/2010,19.98024
5/31/2010,19.972496
6/7/2010,19.871819
6/14/2010,20.47587
6/21/2010,18.996714
6/28/2010,18.020939
7/5/2010,18.795361
7/12/2010,19.275513
7/19/2010,19.987984
7/26/2010,19.987984
8/2/2010,19.786633
8/9/2010,18.896036
8/16/2010,18.764385
8/23/2010,18.630922
8/30/2010,18.911194
9/6/2010,18.568626
9/13/2010,19.635254
9/20/2010,19.2927
9/27/2010,18.98126
10/4/2010,19.12919
10/11/2010,19.884401
10/18/2010,19.759817
10/25/2010,20.764162
11/1/2010,20.904303
11/8/2010,20.452744
11/15/2010,20.001179
11/22/2010,19.779406
11/29/2010,21.165918
12/6/2010,21.416592
12/13/2010,21.855263
12/20/2010,22.1686
