Date,Price
6/18/2012,109.981102
6/25/2012,112.156662
7/2/2012,111.653938
7/9/2012,111.868187
7/16/2012,112.46154
7/23/2012,114.28273
7/30/2012,114.83493
8/6/2012,116.062752
8/13/2012,117.167023
8/20/2012,116.614853
8/27/2012,116.326462
9/3/2012,118.938766
9/10/2012,121.336845
9/17/2012,120.207878
9/24/2012,119.275444
10/1/2012,121.073257
10/8/2012,118.38073
10/15/2012,118.794914
10/22/2012,117.104851
10/29/2012,117.278809
11/5/2012,114.462013
11/12/2012,112.979034
11/19/2012,117.104851
11/26/2012,117.767593
12/3/2012,117.983032
12/10/2012,117.726212
12/17/2012,118.297836
12/24/2012,116.834061
12/31/2012,122.123856
1/7/2013,122.707893
1/14/2013,123.759186
1/21/2013,125.361092
1/28/2013,126.187134
2/4/2013,126.654381
2/11/2013,126.913025
2/18/2013,126.729454
2/25/2013,126.913025
3/4/2013,129.691422
3/11/2013,130.01683
3/18/2013,130.402283
3/25/2013,131.299011
4/1/2013,130.033569
4/8/2013,133.084106
4/15/2013,130.301727
4/22/2013,132.614792
4/29/2013,135.237915
5/6/2013,136.947571
5/13/2013,139.905884
5/20/2013,138.539856
5/27/2013,136.981094
6/3/2013,138.112473
6/10/2013,136.754822
6/17/2013,133.310379
6/24/2013,135.153122
7/1/2013,137.343628
7/8/2013,141.12645
7/15/2013,142.524979
7/22/2013,142.474442
7/29/2013,144.024628
8/5/2013,142.642914
8/12/2013,139.711044
8/19/2013,140.376602
8/26/2013,137.874374
9/2/2013,139.88797
9/9/2013,142.65976
9/16/2013,143.830841
9/23/2013,142.999588
9/30/2013,142.982635
10/7/2013,144.142502
10/14/2013,147.638962
10/21/2013,148.959656
10/28/2013,149.179733
11/4/2013,150.094101
11/11/2013,152.43071
11/18/2013,153.074173
11/25/2013,153.235031
12/2/2013,153.184189
12/9/2013,150.7883
12/16/2013,153.709061
12/23/2013,156.492844
12/30/2013,155.67569
1/6/2014,156.73967
1/13/2014,156.314072
1/20/2014,152.270889
1/27/2014,151.666534
2/3/2014,152.943359
2/10/2014,156.637497
2/17/2014,156.526871
2/24/2014,158.569778
3/3/2014,160.246613
3/10/2014,157.182312
3/17/2014,158.493149
3/24/2014,158.585678
3/31/2014,159.363647
4/7/2014,155.182907
4/14/2014,159.355087
4/21/2014,159.269592
4/28/2014,160.782867
5/5/2014,160.697418
5/12/2014,160.774292
5/19/2014,162.740753
5/26/2014,164.732773
6/2/2014,167.041199
6/9/2014,165.972458
6/16/2014,167.519943
6/23/2014,168.219574
6/30/2014,170.264099
7/7/2014,168.898163
7/14/2014,169.843155
7/21/2014,169.851761
7/28/2014,165.367493
8/4/2014,166.00322
8/11/2014,168.133667
8/18/2014,171.114563
8/25/2014,172.420319
9/1/2014,172.763962
9/8/2014,171.063034
9/15/2014,172.411758
9/22/2014,170.801086
9/29/2014,169.610031
10/6/2014,164.448898
10/13/2014,162.662384
10/20/2014,169.532349
10/27/2014,174.046234
11/3/2014,175.496124
11/10/2014,176.272934
11/17/2014,178.378799
11/24/2014,178.827576
12/1/2014,179.518051
12/8/2014,173.381592
12/15/2014,178.240692
12/22/2014,180.890701
12/29/2014,178.278519
1/5/2015,177.254456
1/12/2015,174.980759
1/19/2015,177.879303
1/26/2015,173.088867
2/2/2015,178.382599
2/9/2015,182.053574
2/16/2015,183.320648
2/23/2015,182.817307
3/2/2015,180.074921
3/9/2015,178.625641
3/16/2015,182.600342
3/23/2015,179.344543
3/30/2015,179.954712
4/6/2015,183.092911
4/13/2015,181.271042
4/20/2015,184.496307
4/27/2015,183.685654
5/4/2015,184.470184
5/11/2015,185.184998
5/18/2015,185.664413
5/25/2015,184.051819
6/1/2015,182.857529
6/8/2015,183.06665
6/15/2015,183.764069
6/22/2015,183.790787
6/29/2015,181.592133
7/6/2015,181.741058
7/13/2015,186.120804
7/20/2015,182.196579
7/27/2015,184.386383
8/3/2015,182.152725
8/10/2015,183.440369
8/17/2015,173.288239
8/24/2015,174.55838
8/31/2015,168.698257
9/7/2015,172.333389
9/14/2015,171.203461
9/21/2015,169.80423
9/28/2015,171.697281
10/5/2015,177.270844
10/12/2015,178.978958
10/19/2015,182.712326
10/26/2015,183.082123
11/2/2015,184.939957
11/9/2015,178.336227
11/16/2015,184.297211
11/23/2015,184.517349
11/30/2015,184.570129
12/7/2015,177.755112
12/14/2015,176.117447
12/21/2015,182.178818
12/28/2015,180.575607
1/4/2016,169.991058
1/11/2016,166.350647
1/18/2016,168.751022
